species	gi	accession	genome_size	group	family	boot_A	boot_B1	boot_B23	boot_C1	boot_C3	boot_E	boot_F	boot_G	class_A	class_B1	class_B23	class_C1	class_C3	class_E	class_F	class_G	predicted
Podocarpus totara	456061331	NC_020361.1	133259	GYMNO	Podocarpaceae	1.0	8.0	91.0	0.0	0.0	0.0	0.0	0.0	0.0005671520109249782	4.711324183685534e-06	0.9990286691552759	1.0888364166686755e-07	3.733664470288901e-05	8.78329930247995e-06	2.938926182109892e-08	0.00035320929270651267	['B23']
Vitis rotundifolia	595789574	NC_023790.1	160891	EUDI	Vitaceae	3.0	6.0	76.0	1.0	1.0	0.0	13.0	0.0	0.0005457196397599149	4.361902317580624e-05	0.9806895047770556	6.034144030277813e-07	0.0003239655371320638	0.017769078409460126	2.716228028197285e-05	0.0006003469187314235	['B23']
Schefflera delavayi	558603067	NC_022813.1	156341	EUDI	Araliaceae	2.0	3.0	79.0	1.0	0.0	0.0	13.0	2.0	0.0046026546774562	0.00016149099345663396	0.9343328984730085	6.69594199524221e-06	0.001234968157898358	0.055298478326949466	0.0007790322724733703	0.0035837811567621873	['B23']
Liquidambar formosana	568244888	NC_023092.1	160410	EUDI	Altingiaceae	3.0	5.0	73.0	1.0	0.0	0.0	14.0	4.0	0.0001946793338732324	2.0950906415760446e-05	0.9895006958786441	8.052101861711977e-07	0.0001672773605692209	0.009407929603920227	8.793380375551302e-06	0.0006988683260158288	['B23']
Eucalyptus radiata	545716310	NC_022379.1	159529	EUDI	Myrtaceae	7.0	6.0	73.0	1.0	1.0	0.0	11.0	1.0	0.0007576502308122228	0.00014010420666942327	0.9619410145663465	1.664214967448094e-06	0.0003238551725190968	0.03534601788029883	2.1248852260992533e-05	0.001468444876125573	['B23']
Euglena longa	12545411	NC_002652.1	73345	EUG	Euglenaceae	25.0	5.0	65.0	0.0	0.0	0.0	1.0	4.0	3.0893725325895533e-11	8.921968048077726e-12	0.9999998490941585	3.80341746904153e-13	3.017226806227195e-09	3.205442237923697e-10	1.022024497004043e-13	1.4752777216690667e-07	['B23']
Triticum turgidum	699018705	NC_024814.1	135835	LILI	Poaceae	2.0	7.0	76.0	1.0	1.0	0.0	13.0	0.0	2.3843611965056736e-05	3.360278180323347e-05	0.998773748804459	1.3050202728948118e-08	7.635696635514972e-05	0.0006947828924255354	5.634712120591428e-06	0.00039201718066854505	['B23']
Gelidocalamus tessellatus	675154630	NC_024719.1	139712	LILI	Poaceae	1.0	7.0	77.0	1.0	1.0	0.0	13.0	0.0	1.994750308991697e-05	1.969541108006983e-05	0.9989160120886762	1.1057421470077492e-08	7.208425769662928e-05	0.00061925427583019	5.55655479066297e-06	0.0003474388514149676	['B23']
Pinus massoniana	512721623	NC_021439.1	119739	GYMNO	Pinaceae	9.0	14.0	75.0	1.0	0.0	0.0	1.0	0.0	0.0014894964849636151	2.0041525452700848e-05	0.9982197155785901	2.0705227901345324e-08	7.200078696257108e-05	3.613666982785768e-05	7.090804113219043e-08	0.00016251734093406843	['B23']
Chaetosphaeridium globosum	NC_004115.1	NC_004115.1	000000	Charo	charo	0.0	9.0	89.0	0.0	0.0	0.0	2.0	0.0	0.003930155654444601	4.2517024381962235e-05	0.995296245508362	7.576941328620585e-08	0.0002637930597755076	0.000234789301518281	1.0935697591786302e-06	0.000231330112345197	['B23']
Secale cereale	525782195	NC_021761.1	114843	LILI	Poaceae	18.0	1.0	78.0	0.0	0.0	0.0	3.0	0.0	2.591701077504348e-07	3.4979900063910607e-10	0.9999975192159437	4.254521386134812e-12	1.2567246705519183e-06	7.684049926390013e-07	4.658917049336178e-10	1.9566434004743833e-07	['B23']
Monomorphina parapyrum	836614704	NC_027287.1	80147	EUG	Euglenaceae	24.0	1.0	72.0	2.0	0.0	0.0	0.0	1.0	0.00021163522253838993	3.8068393004243995e-10	0.9995906763964809	8.729185897619739e-07	2.9087571663920917e-05	1.1211404810502871e-05	1.4516205014656064e-07	0.0001563709431821931	['B23']
Festuca altissima	427436954	NC_019648.1	135272	LILI	Poaceae	2.0	5.0	77.0	1.0	1.0	0.0	14.0	0.0	3.2176621657860035e-05	1.1849438200792958e-05	0.9978593690916294	2.252899653724887e-08	0.00012082474776234835	0.0013066766655838254	1.226579972263589e-05	0.0006568151064466741	['B23']
Petrosavia stellaris	575925559	NC_023356.1	103835	LILI	Petrosaviaceae	10.0	2.0	83.0	1.0	1.0	0.0	3.0	0.0	1.1688268691625472e-05	8.14681083407756e-08	0.9998143487582594	3.096470351502664e-09	2.018325357333048e-05	0.0001391044709776786	1.2924161876014868e-07	1.4461442300811673e-05	['B23']
Aralia undulata	563940258	NC_022810.1	156333	EUDI	Araliaceae	3.0	3.0	74.0	1.0	1.0	0.0	17.0	1.0	0.00487116697544877	3.9603866431617255e-05	0.9442155143422444	2.3013929540757414e-06	0.001112162911366918	0.04813589498747016	0.00024636426643835787	0.0013769912576455906	['B23']
Mesotaenium endlicherianum	NC_024169.1	NC_024169.1	000000	Charo	charo	3.0	14.0	73.0	6.0	0.0	0.0	1.0	3.0	0.0072365776669561024	0.0017063723249604974	0.8042813746961163	7.435525092472172e-05	0.0018820640605500892	0.00014430292938815274	7.1036988843454125e-06	0.18466784937221992	['B23']
Cymbidium tracyanum	511943447	NC_021432.1	156286	LILI	Orchidaceae	9.0	3.0	78.0	3.0	1.0	0.0	5.0	1.0	0.0004898512439562759	3.3571796020458716e-06	0.9988546431650742	1.5831564638797522e-07	9.514578051901883e-05	0.0002530723394114796	1.4701074927961472e-06	0.0003023018682977295	['B23']
Gossypium sturtianum	570759035	NC_023218.1	159627	EUDI	Malvaceae	10.0	4.0	69.0	2.0	1.0	0.0	12.0	2.0	0.00013820597029475984	1.0176336043272024e-05	0.9868971451145138	5.15575834180278e-07	0.00012285632124493714	0.012305122568781019	5.375075959437055e-06	0.0005206030373285004	['B23']
Trifolium repens	627399374	NC_024036.1	132120	EUDI	Fabaceae	6.0	2.0	88.0	1.0	1.0	0.0	2.0	0.0	0.0023484178480748194	2.1003499213032757e-06	0.9944962221700078	4.2783684945117957e-07	0.0002924353804467295	0.00259107416830791	2.8035464334184365e-06	0.0002665186999584476	['B23']
Gossypium areysianum	394830869	NC_018112.1	159572	EUDI	Malvaceae	4.0	4.0	80.0	1.0	1.0	0.0	10.0	0.0	2.903408458599586e-05	2.1939558593673986e-06	0.9985398310868719	4.056438724621251e-08	5.103479874748916e-05	0.001271725715467031	1.320723053859009e-06	0.00010481907102718794	['B23']
Euglenaformis proxima	649130873	NC_024154.1	94185	EUG	Euglenaceae	14.0	0.0	85.0	1.0	0.0	0.0	0.0	0.0	2.2865616044808104e-07	2.164161446992702e-13	0.9999990345636142	3.943985752699881e-11	5.403321473298235e-07	2.996364465604054e-08	6.014637281197156e-11	1.6638463076001167e-07	['B23']
Camellia pitardii	552546176	NC_022462.1	156585	EUDI	Theaceae	4.0	4.0	75.0	1.0	1.0	0.0	14.0	1.0	0.000209432955909035	2.1782653986831157e-05	0.9860218088355079	3.491782827926563e-07	0.00018759646234676965	0.013107301935677662	1.3717238460789413e-05	0.00043801073982832465	['B23']
Eucalyptus guilfoylei	545718546	NC_022405.1	160520	EUDI	Myrtaceae	3.0	7.0	77.0	1.0	1.0	0.0	11.0	0.0	0.0010630681847194666	8.175266421678e-05	0.9740546942076783	1.2299870527479226e-06	0.00041980614127178696	0.023350966483776905	3.2127460180010884e-05	0.0009963548711039347	['B23']
Mesostigma viride	NC_002186.1	NC_002186.1	000000	Charo	charo	11.0	2.0	87.0	0.0	0.0	0.0	0.0	0.0	0.29549029693792517	3.4032650592687205e-07	0.6968793882100977	7.543907833193321e-07	0.004737947070136383	0.002681406125332291	0.00011162789308413725	9.823904613510601e-05	['B23']
Dorcoceras hygrometricum	364283964	NC_016468.1	153493	EUDI	Gesneriaceae	3.0	5.0	73.0	1.0	1.0	0.0	17.0	0.0	0.0025050025445199037	0.00020324341824255618	0.9665544516428989	2.181086221707457e-06	0.0006958105279941997	0.028409597890874088	0.0001720148280983575	0.0014576980611502996	['B23']
Pyrus pyrifolia	346683273	NC_015996.1	159922	EUDI	Rosaceae	3.0	7.0	77.0	1.0	1.0	0.0	11.0	0.0	0.0006544403917815397	6.409937876095184e-05	0.9782204048580796	9.55862493743853e-07	0.0003282411451049966	0.019862175711274136	2.1376638260268168e-05	0.00084830601424466	['B23']
Retrophyllum piresii	695101567	NC_024827.1	133291	GYMNO	Podocarpaceae	8.0	7.0	83.0	0.0	0.0	0.0	2.0	0.0	0.00042381172903472995	1.0437486792956575e-05	0.9992163466245022	4.03134249402394e-08	4.8994523869121604e-05	7.514192632254268e-05	1.1681105227942556e-07	0.00022511058500135158	['B23']
Chondrus crispus	471434880	NC_020795.1	180086	RED	Gigartinaceae	14.0	0.0	86.0	0.0	0.0	0.0	0.0	0.0	1.6703162097462413e-06	1.2291968597225907e-13	0.9999934672079542	9.123580229715076e-12	4.4225305435973166e-06	4.168923389706681e-07	8.0554952778256e-10	2.223815755172202e-08	['B23']
Eucalyptus polybractea	545717514	NC_022393.1	160268	EUDI	Myrtaceae	4.0	4.0	81.0	1.0	1.0	0.0	9.0	0.0	7.602981574192365e-05	7.90573827362409e-06	0.996852637837571	7.853008723614737e-08	9.480851406006069e-05	0.002786261236045617	3.969075082705842e-06	0.00017830925313772815	['B23']
Triticum timopheevii	675304610	NC_024764.1	136157	LILI	Poaceae	2.0	7.0	76.0	1.0	1.0	0.0	13.0	0.0	2.3843611965056736e-05	3.360278180323347e-05	0.998773748804459	1.3050202728948118e-08	7.635696635514972e-05	0.0006947828924255354	5.634712120591428e-06	0.00039201718066854505	['B23']
Tectona grandis	442742942	NC_020098.1	153953	EUDI	Lamiaceae	3.0	5.0	74.0	1.0	1.0	0.0	16.0	0.0	0.0012004495183454513	0.00012887232851483267	0.9726818898152966	1.673238337224573e-06	0.0005041923828954917	0.023989137625637678	9.056210839788105e-05	0.0014032229825748626	['B23']
Indocalamus wilsonii	675154714	NC_024720.1	139962	LILI	Poaceae	1.0	8.0	75.0	1.0	1.0	0.0	14.0	0.0	2.8207736871569912e-05	5.9394972049347496e-05	0.99864775514711	1.1039199855244147e-08	8.594638137872251e-05	0.000784304136934841	8.055053905059486e-06	0.00038632553255057327	['B23']
Angophora floribunda	545719062	NC_022411.1	160245	EUDI	Myrtaceae	3.0	7.0	77.0	1.0	1.0	0.0	11.0	0.0	0.0010630681847194666	8.175266421678e-05	0.9740546942076783	1.2299870527479226e-06	0.00041980614127178696	0.023350966483776905	3.2127460180010884e-05	0.0009963548711039347	['B23']
Pinus taeda	512721697	NC_021440.1	121530	GYMNO	Pinaceae	17.0	10.0	70.0	2.0	0.0	0.0	1.0	0.0	0.0013437523686857184	2.4072430797781515e-06	0.9983429197119824	6.644915070797952e-08	4.0460746312945975e-05	1.4412932819484266e-05	2.0624395600936508e-08	0.00025595992357335093	['B23']
Bambusa emeiensis	340034430	NC_015830.1	139493	LILI	Poaceae	4.0	5.0	81.0	1.0	1.0	0.0	8.0	0.0	0.00010743840390546316	1.1922151647696538e-05	0.9992411656207166	1.1616798716486018e-08	8.7533105229227e-05	0.00043251466687463185	3.065638974987709e-06	0.00011634879585252313	['B23']
Helianthus tuberosus	568247394	NC_023112.1	151047	EUDI	Asteraceae	2.0	1.0	76.0	3.0	0.0	0.0	13.0	5.0	0.03780041468318689	0.00031632305713118306	0.905901245612367	7.91156187681706e-05	0.0019311906218419138	0.04389546073445616	0.0012247476172468792	0.008851502055001898	['B23']
Podocarpus lambertii	595790001	NC_023805.1	133734	GYMNO	Podocarpaceae	5.0	8.0	85.0	0.0	0.0	0.0	2.0	0.0	0.0041236754449745965	2.8252706340883447e-05	0.9948854762576633	2.434841602022512e-07	0.00018659512074249045	0.00023112707876434373	7.833719968377904e-07	0.0005438465353575278	['B23']
Aureoumbra lagunensis	242624258	NC_012903.1	94346	DTM	Stramenopiles	13.0	0.0	87.0	0.0	0.0	0.0	0.0	0.0	0.0006887702057359984	7.239342180469515e-11	0.9991427591621939	2.9866005929850127e-09	0.0001610206922105068	5.116160485289423e-06	7.814368864882969e-07	1.5492834939083936e-06	['B23']
Calamus caryotoides	456330871	NC_020365.1	157270	LILI	Arecaceae	11.0	4.0	80.0	1.0	1.0	0.0	3.0	0.0	8.366570092126746e-06	4.7356506467677976e-07	0.999913356898772	2.6622303213482978e-09	1.2059142359893189e-05	3.609766119095701e-05	9.403798906807387e-08	2.9549462301034288e-05	['B23']
Pachycladon cheesemanii	484759624	NC_021102.1	154498	EUDI	Brassicaceae	2.0	5.0	72.0	1.0	0.0	0.0	18.0	2.0	0.0004440890517520021	0.00044524916841570255	0.9142822756167013	1.0092008182930622e-05	0.0007169670035385442	0.06335784991323934	0.001757759873418405	0.01898571736475183	['B23']
Arundinaria gigantea	452849461	NC_020341.1	138935	LILI	Poaceae	1.0	7.0	76.0	1.0	1.0	0.0	14.0	0.0	2.3843611965056736e-05	3.360278180323347e-05	0.998773748804459	1.3050202728948118e-08	7.635696635514972e-05	0.0006947828924255354	5.634712120591428e-06	0.00039201718066854505	['B23']
Melianthus villosus	570879996	NC_023256.1	156510	EUDI	Francoaceae	3.0	7.0	75.0	1.0	1.0	0.0	13.0	0.0	0.0006977417009070679	6.429960143415193e-05	0.9817836483691704	7.511804085915079e-07	0.0003183071513033621	0.016361848672959017	1.7563264249850864e-05	0.0007558400595675347	['B23']
Orobanche crenata	695101650	NC_024845.1	87529	EUDI	Orobanchaceae	1.0	2.0	89.0	1.0	1.0	0.0	5.0	1.0	4.5273718452530074e-08	4.404529189806357e-09	0.9999927400778773	1.436403293059815e-10	2.147808653237154e-06	3.732767388099859e-06	1.8003626970576845e-08	1.3115205663633489e-06	['B23']
Datura stramonium	394831081	NC_018117.1	155871	EUDI	Solanaceae	3.0	5.0	75.0	1.0	0.0	0.0	13.0	3.0	0.000541185978656011	3.387617222555041e-05	0.9898626830135158	8.501197090661238e-07	0.000240890468341299	0.008515641227723872	1.1647144846666468e-05	0.0007932258749817287	['B23']
Magnolia grandiflora	452848834	NC_020318.1	159623	MAG	Magnoliaceae	5.0	5.0	80.0	1.0	0.0	0.0	9.0	0.0	0.0002819594113609139	2.6704573576210386e-05	0.998083681362544	7.497834545037539e-08	0.00010755381531175309	0.0012402421307760542	1.6265310500961272e-06	0.0002581571970353499	['B23']
Silene conica	374249848	NC_016729.1	147208	EUDI	Caryophyllaceae	7.0	6.0	73.0	2.0	0.0	0.0	10.0	2.0	0.00015705363467663526	1.6168355356017922e-05	0.99377050576759	5.961057106918628e-07	0.00010185237311197864	0.005298961753242557	1.7908777926993021e-06	0.0006530711325195677	['B23']
Indocalamus longiauritus	339906432	NC_015803.1	139668	LILI	Poaceae	1.0	7.0	76.0	1.0	1.0	0.0	14.0	0.0	2.3843611965056736e-05	3.360278180323347e-05	0.998773748804459	1.3050202728948118e-08	7.635696635514972e-05	0.0006947828924255354	5.634712120591428e-06	0.00039201718066854505	['B23']
Phaeocystis antarctica	523420608	NC_016703.2	105512	HAP	Phaeocystaceae	4.0	0.0	96.0	0.0	0.0	0.0	0.0	0.0	0.00243923762862286	3.232568784387334e-10	0.9971387727902306	8.714904795097437e-10	0.0003165186675747599	0.0001046622642842206	2.1357877925753452e-07	5.938757609338512e-07	['B23']
Gossypium darwinii	372291012	NC_016670.1	160378	EUDI	Malvaceae	3.0	4.0	82.0	1.0	1.0	0.0	9.0	0.0	5.468486394931889e-05	2.1353410450297417e-06	0.998174188898781	3.779398011532386e-08	8.166256568719705e-05	0.0016004747641377242	2.609487299496347e-06	8.420628512016415e-05	['B23']
Cryptoglena skujai	836614630	NC_027286.1	106843	EUG	Euglenaceae	15.0	0.0	74.0	9.0	0.0	0.0	2.0	0.0	0.00534654950378746	1.526802500818307e-08	0.9894134790752322	8.052720039795009e-05	0.00010028688041904066	1.7482716270495698e-05	1.1923241759457738e-06	0.005040467031691885	['B23']
Roundia cardiophora	700658129	NC_025312.1	126871	DTM	Thalassiosiraceae	11.0	0.0	89.0	0.0	0.0	0.0	0.0	0.0	0.007083537350272391	4.804605354073606e-10	0.9921583894554035	1.0256668174869802e-09	0.000517023332893454	0.00024012291710263171	2.9911050984079447e-07	6.26327690984411e-07	['B23']
Helianthus hirsutus	568247308	NC_023111.1	151045	EUDI	Asteraceae	2.0	1.0	76.0	3.0	0.0	0.0	13.0	5.0	0.03780041468318689	0.00031632305713118306	0.905901245612367	7.91156187681706e-05	0.0019311906218419138	0.04389546073445616	0.0012247476172468792	0.008851502055001898	['B23']
Gracilaria chilensis	NC_029860.1	NC_029860.1	000000	RED	RED	10.0	0.0	90.0	0.0	0.0	0.0	0.0	0.0	9.80457437026534e-06	1.9379493654619706e-13	0.9999748118162174	7.481007617109935e-12	1.4834568847208865e-05	5.226196866110587e-07	8.492351132399037e-09	1.792085247571844e-08	['B23']
Prinsepia utilis	511943653	NC_021455.1	156328	EUDI	Rosaceae	3.0	7.0	76.0	1.0	1.0	0.0	12.0	0.0	0.0010814025759744066	0.00013344878152271732	0.9719138328817843	1.3799821153490641e-06	0.00042191503279732847	0.025224369321134473	3.140238452575266e-05	0.0011922490401455959	['B23']
Glycine canescens	526176043	NC_021647.1	152518	EUDI	Fabaceae	3.0	6.0	77.0	1.0	1.0	0.0	12.0	0.0	0.0006333008871034075	5.030608523752078e-05	0.9878167817763419	6.645233796544026e-07	0.00029541158354227644	0.010490278692304065	1.729693347476408e-05	0.0006959595186164318	['B23']
Eriachne stipacea	694137173	NC_025234.1	134746	LILI	Poaceae	1.0	8.0	75.0	1.0	1.0	0.0	14.0	0.0	1.5529855670762296e-05	2.9003763373881028e-05	0.9988885935189902	5.3048874594237774e-09	7.251797265593202e-05	0.0007667165898343188	6.440572433285677e-06	0.00022119242215437037	['B23']
Andrographis paniculata	685470381	NC_022451.2	150249	EUDI	Acanthaceae	3.0	2.0	80.0	1.0	0.0	0.0	13.0	1.0	0.0016262870941428748	3.8777008631644246e-05	0.9836512703085141	1.3878387676651519e-06	0.0004901453659119364	0.01328472951875626	6.793392693544332e-05	0.0008394689383400968	['B23']
Euglenaria anabaena	836643610	NC_027269.1	88487	EUG	Euglenaceae	16.0	1.0	82.0	1.0	0.0	0.0	0.0	0.0	0.0003375950479209912	2.039922468476281e-09	0.9994848427656557	3.833837411523567e-07	2.7505022104481967e-05	6.47866284692943e-06	5.009619459205999e-08	0.0001431429816135059	['B23']
Ardisia polysticta	482651177	NC_021121.1	156506	EUDI	Primulaceae	3.0	9.0	73.0	1.0	0.0	0.0	13.0	1.0	0.0021376059310350705	0.0005139718867430955	0.9590421127630814	3.2825738324675568e-06	0.0007420219512784653	0.03464326840628567	0.00020320000409825432	0.0027145364836456596	['B23']
Rhazya stricta	657302839	NC_024292.1	154841	EUDI	Apocynaceae	4.0	1.0	83.0	1.0	0.0	0.0	9.0	2.0	2.4997227821068567e-05	1.4004193090482616e-06	0.9995570813128897	2.999666317662566e-08	3.3851101490425295e-05	0.00028303104425745615	5.85929203056584e-07	9.902296836592284e-05	['B23']
Allium cepa	695101483	NC_024813.1	153538	LILI	Amaryllidaceae	5.0	4.0	81.0	1.0	1.0	0.0	8.0	0.0	9.485313859820402e-05	5.423175688904144e-05	0.9898890349877235	9.948263786920957e-08	0.000247582822623532	0.006913724094457197	1.9963731659746866e-05	0.0027805099854110137	['B23']
Stockwellia quadrifida	545719234	NC_022414.1	159561	EUDI	Myrtaceae	8.0	3.0	76.0	1.0	1.0	0.0	9.0	2.0	2.2379996885719325e-05	3.3702979125752787e-06	0.9979727551697153	9.945358144000106e-08	3.851347376304345e-05	0.001747129657333622	7.631329535132667e-07	0.0002149888178547446	['B23']
Aegilops sharonensis	697964657	NC_024816.1	136867	LILI	Poaceae	2.0	7.0	76.0	1.0	1.0	0.0	13.0	0.0	2.3843611965056736e-05	3.360278180323347e-05	0.998773748804459	1.3050202728948118e-08	7.635696635514972e-05	0.0006947828924255354	5.634712120591428e-06	0.00039201718066854505	['B23']
Klebsormidium flaccidum	NC_024167.1	NC_024167.1	000000	Charo	charo	5.0	5.0	71.0	6.0	1.0	4.0	6.0	2.0	0.28315195334280574	0.003193271969722052	0.007558128816859344	0.011477002565270858	0.0013935117196300804	0.011948689190911355	0.13473177969643074	0.5465456626983697	['G']
Eucalyptus diversifolia	545716654	NC_022383.1	159954	EUDI	Myrtaceae	7.0	6.0	73.0	1.0	1.0	0.0	11.0	1.0	0.0007576502308122228	0.00014010420666942327	0.9619410145663465	1.664214967448094e-06	0.0003238551725190968	0.03534601788029883	2.1248852260992533e-05	0.001468444876125573	['B23']
Helianthus strumosus	568245358	NC_023113.1	151044	EUDI	Asteraceae	2.0	1.0	76.0	3.0	0.0	0.0	13.0	5.0	0.03780041468318689	0.00031632305713118306	0.905901245612367	7.91156187681706e-05	0.0019311906218419138	0.04389546073445616	0.0012247476172468792	0.008851502055001898	['B23']
Cunninghamia lanceolata	512721474	NC_021437.1	135334	GYMNO	Cupressaceae	4.0	1.0	92.0	2.0	0.0	0.0	1.0	0.0	0.03158558057647664	1.646718916474729e-05	0.9628137605509183	9.097818661885005e-06	0.0007906744438483012	0.0018824936409560127	9.004443432912452e-06	0.002892921336541184	['B23']
Magnolia kwangsiensis	342316184	NC_015892.1	159667	MAG	Magnoliaceae	5.0	5.0	80.0	1.0	0.0	0.0	9.0	0.0	0.0002819594113609139	2.6704573576210386e-05	0.998083681362544	7.497834545037539e-08	0.00010755381531175309	0.0012402421307760542	1.6265310500961272e-06	0.0002581571970353499	['B23']
Eucalyptus marginata	545717256	NC_022390.1	160076	EUDI	Myrtaceae	3.0	7.0	77.0	1.0	1.0	0.0	11.0	0.0	0.0009086587748019369	9.314572830538642e-05	0.9763697262997135	1.2220032897667995e-06	0.000395768363538248	0.02115430829761945	3.2773438797906945e-05	0.0010443970939337632	['B23']
Pyropia haitanensis	501000113	NC_021189.1	195597	RED	Bangiaceae	12.0	1.0	87.0	0.0	0.0	0.0	0.0	0.0	0.17847097335509288	1.7295645910541837e-08	0.8087897048002767	3.767386760640339e-06	0.007550344682209572	0.0015351981415397426	0.0035013576980535777	0.00014863664042095583	['B23']
Cymbidium mannii	511943548	NC_021433.1	155308	LILI	Orchidaceae	9.0	4.0	77.0	3.0	1.0	0.0	5.0	1.0	0.0003663047005791194	2.3364842262554844e-06	0.9990889259495466	1.0386492067569303e-07	8.472963173498401e-05	0.00023540652148630115	1.2830266696422542e-06	0.00022090982083627098	['B23']
Gossypium anomalum	570758860	NC_023213.1	159507	EUDI	Malvaceae	3.0	6.0	74.0	1.0	1.0	0.0	14.0	1.0	0.0008694532998868065	8.474282293849188e-05	0.9735607740163488	9.845738800888224e-07	0.0003990546387372576	0.024178710377654074	3.075211220605644e-05	0.0008755281583483372	['B23']
Silene paradoxa	576312272	NC_023360.1	151632	EUDI	Caryophyllaceae	6.0	16.0	64.0	2.0	0.0	0.0	9.0	3.0	0.005204197985801893	0.0004774822382200654	0.8674429440580729	2.219608553486654e-05	0.000729007407856838	0.11972021804833713	3.074049981719852e-05	0.006373213676359122	['B23']
Asterionellopsis glacialis	662012377	NC_024080.1	146024	DTM	Fragilariaceae	25.0	0.0	75.0	0.0	0.0	0.0	0.0	0.0	0.002714731602993069	1.0292637363328238e-11	0.9968050916975152	5.135367147261385e-10	0.00041898676071197664	5.9947988749860626e-05	1.0290608532362083e-06	2.1236534714224277e-07	['B23']
Elytrophorus spicatus	694137089	NC_025233.1	136346	LILI	Poaceae	3.0	6.0	78.0	1.0	1.0	0.0	11.0	0.0	2.0856096607828913e-05	3.5127111230928865e-06	0.9997091694430993	4.315998358991878e-09	4.1797100651109504e-05	0.0001479700645935868	1.3803419942474639e-06	7.530992593257869e-05	['B23']
Oryza rufipogon	556927061	NC_022668.1	134557	LILI	Poaceae	2.0	7.0	75.0	1.0	1.0	0.0	14.0	0.0	2.408354768856549e-05	2.0115859145647687e-05	0.9989974837843587	9.286063488748195e-09	7.738944713711034e-05	0.000554298306922833	5.40598772928426e-06	0.0003212137809542675	['B23']
Vigna unguiculata	393396080	NC_018051.1	152415	EUDI	Fabaceae	3.0	4.0	81.0	1.0	1.0	0.0	10.0	0.0	0.0005595314941968335	2.831798335488503e-05	0.9903344699816415	6.369266709818178e-07	0.00025940756889782784	0.008160711962909352	1.6007512783114237e-05	0.0006409165695453671	['B23']
Eucalyptus spathulata	545718116	NC_022400.1	161071	EUDI	Myrtaceae	3.0	7.0	77.0	1.0	1.0	0.0	11.0	0.0	0.0010630681847194666	8.175266421678e-05	0.9740546942076783	1.2299870527479226e-06	0.00041980614127178696	0.023350966483776905	3.2127460180010884e-05	0.0009963548711039347	['B23']
Festuca ovina	426406618	NC_019649.1	133165	LILI	Poaceae	2.0	5.0	77.0	1.0	2.0	0.0	13.0	0.0	4.175968566044834e-05	1.5144832095869668e-05	0.997528954107963	2.683399274732511e-08	0.0001320771146463163	0.001505359680794635	1.2171157243748698e-05	0.0007645065876031877	['B23']
Choreocolax polysiphoniae	788512200	NC_026522.1	90243	RED	Choreocolacaceae	28.0	6.0	66.0	0.0	0.0	0.0	0.0	0.0	1.0959867182708308e-06	8.010479818784355e-10	0.9999976154241242	1.524581635311872e-13	1.1203279091770091e-06	1.2675578070024076e-07	3.301566510490549e-11	4.067125135475911e-08	['B23']
Phelipanche ramosa	586695135	NC_023465.1	62304	EUDI	Orobanchaceae	38.0	1.0	55.0	2.0	1.0	0.0	1.0	2.0	0.00017988995506255844	1.6721342815134182e-11	0.9996467935431307	1.7343426852500806e-06	3.3939354906483245e-05	4.318957509001024e-05	2.2658416288643418e-07	9.422662824063442e-05	['B23']
Fragaria chiloensis	428697178	NC_019601.1	155603	EUDI	Rosaceae	2.0	5.0	80.0	1.0	0.0	0.0	12.0	0.0	0.004790582482311507	8.35642148861669e-05	0.94745692724944	4.1681427013580355e-06	0.0009144428670204354	0.04488207325369794	8.242733824789412e-05	0.0017858144516946905	['B23']
Pavlova lutheri	456061976	NC_020371.1	95281	HAP	Pavlovaceae	13.0	0.0	87.0	0.0	0.0	0.0	0.0	0.0	3.6843396622757516e-07	6.837280353988915e-15	0.9999880624918067	1.3204708875418424e-11	1.0543777562246915e-05	8.800465628396089e-07	1.3404971493124711e-07	1.1187175560739569e-08	['B23']
Cyanophora paradoxa	NC_001675.1	NC_001675.1	135599	glaucophyta	Cyanophoraceae	34.0	0.0	66.0	0.0	0.0	0.0	0.0	0.0	0.2545640391233281	9.580540375371767e-09	0.7330236678760926	2.6920251191486155e-07	0.008716358849894261	0.0027145163356105608	0.0009611478819589772	1.9991150063224683e-05	['B23']
Kalopanax septemlobus	563940364	NC_022814.1	156413	EUDI	Araliaceae	2.0	3.0	81.0	1.0	0.0	0.0	11.0	2.0	0.007101012120772778	0.00018478777632558073	0.9323984658384825	1.6527775591056883e-05	0.0013107229932411335	0.051939576124553875	0.0006611233496774864	0.006387784021355539	['B23']
Eucalyptus torquata	545718202	NC_022401.1	160223	EUDI	Myrtaceae	3.0	7.0	77.0	1.0	1.0	0.0	11.0	0.0	0.0010630681847194666	8.175266421678e-05	0.9740546942076783	1.2299870527479226e-06	0.00041980614127178696	0.023350966483776905	3.2127460180010884e-05	0.0009963548711039347	['B23']
Phaeodactylum tricornutum	118410962	NC_008588.1	117369	DTM	Phaeodactylaceae	37.0	0.0	63.0	0.0	0.0	0.0	0.0	0.0	0.00041044073967605216	2.5731752860150778e-12	0.9995270997707211	9.309422616303141e-12	5.6805744477858934e-05	5.6226565387566936e-06	5.890557439785698e-09	2.5186146272072636e-08	['B23']
